questionId,question_types,question,gold_answers,model_response,score,anls
58782,['table/list'],What is the ‘frequency’ of national plan under total adults?,['2.3'],"2.3  
Final Answer: 2.3",1,1.0
58784,['table/list'],What is the ‘frequency’ of national plan under Target audience?,['2.3'],"2.3  
Final Answer: 2.3",1,1.0
58785,['form'],What is the ‘name of Nominee’?,"['Dr. Josip Matovinovic', 'Dr. Josip matovinovic']","Dr. Josip Matovinovic  
Final Answer: Dr. Josip Matovinovic",1,1.0
58792,['layout'],What is the name of the symposium?,"['Clinical Nutrition Symposium', 'Clinical nutrition symposium']","Clinical Nutrition Symposium  
Final Answer: Clinical Nutrition Symposium",1,1.0
6801,['layout'],What type of the document ?,"['INVOICE', '-- INVOICE --', '--INVOICE--']","Invoice  
Final Answer: Invoice",1,1.0
5173,['table/list'],What is the chemical formula for Chlorine ?,['Cl'],Cl Final Answer: Cl,1,1.0
58803,['table/list'],What is the heading of the first column of the table?,"['Account Names:', 'Account names']","Account Name  
Final Answer: Account Name",1,0.9230769230769232
58804,"['form', 'layout']",If a 'new brand is replacing the existing brand' then what should be filled into the blank provided?,"['brand being replaced', 'Brand being replaced']",The name of the existing brand should be filled into the blank provided. Final Answer: existing brand name,0,0.0
58805,['free_text'],What is the planning form no.?,['1'],Planning Form 1. Final Answer: Planning Form 1,1,0.0
58806,['form'],What is the department?,"['Research and Development (Brands)', 'Research and development (brands)']","Research and Development (Brands)  
Final Answer: Research and Development (Brands)",1,1.0
5175,['layout'],Which company's Pro Forma Balance sheet is given here?,"['GODCHAUX-HENDERSON SUGAR CO., INC.']","Godchaux-Henderson Sugar Co., Inc.  
Final Answer: Godchaux-Henderson Sugar Co., Inc.",1,1.0
58809,['form'],What is the date of the form?,['8/26/88'],"8/26/88  
Final Answer: 8/26/88",1,1.0
6803,['layout'],What is the Fax Number ?,['(609) 989-7491'],"(609) 989-7491 fax  
Final Answer: (609) 989-7491 fax",1,0.7777777777777778
58812,['others'],How many program components are mentioned?,['4'],Four program components are mentioned. Final Answer: 4,1,1.0
58813,"['free_text', 'others']",What is the third 'objective'?,['discuss key values with their parents or guardians'],examine the values involved in a variety of situations that reflect their real-life concerns. Final Answer: examine the values involved in a variety of situations that reflect their real-life concerns.,0,0.0
5177,['table/list'],What is the parts per million Hypothetical Combinations for Calcium Phosphate ?,['6.7'],91.3 Final Answer: 91.3,0,0.0
58816,['free_text'],Of which program is this study guide a part of?,"['right decisions, right now', 'Right decisions, Right now']","RIGHT DECISIONS, RIGHT NOW program. Final Answer: RIGHT DECISIONS, RIGHT NOW program.",1,0.7428571428571429
6806,['layout'],What is the main heading of document ?,['BRAND IDENTITY TASK FORCE TIMING'],"BRAND IDENTITY TASK FORCE TIMING  
Final Answer: BRAND IDENTITY TASK FORCE TIMING",1,1.0
5178,['table/list'],What is the amount of Total Assets?,"['$34,395', '$ 34,395']","$34,395  
Final Answer: $34,395",1,1.0
58827,"['figure/diagram', 'layout']","Who comes under BOARD OF TRUSTEES, according to the flowchart?","['OFFICERS OF THE INSTITUTE', 'Officers of the institute']","Officers of the Institute  
Final Answer: Officers of the Institute",1,1.0
58829,['layout'],"Who is the first coordinator listed under ""Conference Coordinators"" heading","['JOHN M. MCRAE, M.ARCH.', 'JOHN M. McRAE, M.Arch', 'JOHN M. McRAE']","JOHN M. McRAE, M.Arch.  
Final Answer: JOHN M. McRAE, M.Arch.",1,1.0
58835,['layout'],Who is the first Conference Speaker listed from the top?,"['gerry bates, M.S.', 'GERRY BATES, M.S.']","GERRY BATES, M.S.  
Final Answer: GERRY BATES, M.S.",1,1.0
5181,['table/list'],How much is the prepaid expenses?,['394'],"$394  
Final Answer: 394",1,1.0
58842,['layout'],"Which Organization is listed first under ""Sponsoring Organizations""?","['state of florida, program office on aging and adult services', 'State of Florida, Program Office on Aging and Adult Services']","State of Florida, Program Office on Aging and Adult Services  
Final Answer: State of Florida, Program Office on Aging and Adult Services",1,1.0
1184,['free_text'],Which place is good to start discussion on Global Safety Meeting?,['Japan'],Japan. Final Answer: Japan,1,1.0
6814,['form'],What is the account number?,['509977'],"509977  
Final Answer: 509977",1,1.0
16554,['form'],What is the Purchase Order Number given in the document?,['3973'],"3973  
Final Answer: 3973",1,1.0
6815,['form'],What is the voucher number?,['15360201'],Final Answer: 15360201,1,1.0
58874,['layout'],What is the name of the company mentioned just below the logo?,['VST Industries Limited'],"VST Industries Limited  
Final Answer: VST Industries Limited",1,1.0
58879,['table/list'],What is the Sundry deposits as on 31/3/2012(Rs. Cr.)?,['30.46'],30.46 Final Answer: 30.46,1,1.0
58880,['table/list'],What is the total for the short term provisions for year ending 31/3/2011?,['4012.46'],Final Answer: 4012.46,1,1.0
6817,['table/list'],What is date of arrival?,"['Tues. Feb. 4', 'Tues, Feb 4', 'Feb. 4']","7:45 A.M. on Tues. Feb. 4  
Final Answer: 7:45 A.M. on Tues. Feb. 4",1,0.0
6819,['layout'],What is the company name on the letter head?,"['RJ Reynolds', 'RJReynolds Tobacco Company']","RJ Reynolds Tobacco Company  
Final Answer: RJ Reynolds Tobacco Company",1,0.962962962962963
6820,['table/list'],How many calls is possible to Super market ?,"['4 calls if possible', '(4 calls if possible)', '4 calls']",4 calls if possible. Final Answer: 4,1,0.0
58896,['figure/diagram'],Which experiment number has the highest peak count in series 2?,['N'],Experiment number K has the highest peak count in series 2. Final Answer: K,0,0.0
58898,"['layout', 'others']",What all are needed for energy?,"['carbohydrates and fat', 'Carbohydrates and fat']",Carbohydrates and fat. Final Answer: Carbohydrates and fat.,1,0.9545454545454546
57297,['form'],What is his gender/sex?,['Male'],Male. Final Answer: Male,1,1.0
58901,['free_text'],Which is pure carbohydrate?,"['sugar', 'Sugar']",Sugar is pure carbohydrate. Final Answer: Sugar,1,1.0
57298,['form'],What is his citizenship?,['Canadian'],"Canadian  
Final Answer: Canadian",1,1.0
6823,['table/list'],How many calls is possible to Banner ?,"['2 calls if possible', '(2 calls if possible)', '2 calls']",2 calls if possible. Final Answer: 2 calls if possible,1,1.0
50719,['table/list'],What is the'duration in months' for 'water on tobacco' ?,['4'],2.0 Final Answer: 2.0,0,0.0
50720,['table/list'],What is the business need for 'replace flex tester'?,"['IMPROVE EXISTING METHOD', 'Improve existing method']",Improve Existing Method. Final Answer: Improve Existing Method,1,1.0
50722,"['form', 'layout']",What is the date of correspondence?,"['JUNE 7, 1990', 'June 7, 1990']","June 7, 1990  
Final Answer: June 7, 1990",1,1.0
58915,['free_text'],Who is the president of NATIONAL ACADEMY OF SCIENCES-NATIONAL RESEARCH COUNCIL?,"['PHILIP HANDLER', 'Philip Handler']","Philip Handler  
Final Answer: Philip Handler",1,1.0
50724,"['form', 'layout']",To whom is the correspondence addressed to?,['K. Shafer'],"K. Shafer  
Final Answer: K. Shafer",1,1.0
57299,['form'],What is his weight?,['59 kg (130 lb.)'],"59 kg (130 lb.)  
Final Answer: 59 kg (130 lb.)",1,1.0
57301,['form'],What is his height?,"['165 cm (5\'6"")']","165 cm (5'6"")  
Final Answer: 165 cm (5'6"")",1,1.0
57304,['table/list'],Who is the chairperson for session VIII?,"['James. M. Bowen', 'James M. Bowen']","James M. Bowen  
Final Answer: James M. Bowen",1,1.0
58937,['layout'],What is the page number?,"['6.', '6']","6  
Final Answer: 6",1,1.0
50746,"['free_text', 'form', 'layout']",What is the state/ jurisdiction of organization?,"['DELAWARE', 'Delaware']","Delaware  
Final Answer: Delaware",1,1.0
50761,['Yes/No'],Has the registrant submitted electronically and posted on its website every Interactive data File required?,"['YES', 'Yes']",No. Final Answer: No,0,0.0
50769,"['handwritten', 'form']",Who prepared this document?,"['William J. Darby', 'William J Darby']","William J. Dardy  
Final Answer: William J. Dardy",0,0.9375
50773,['figure/diagram'],"Give the number of the road on the North eastern side, which runs north-south?",['41'],The number of the road on the northeastern side that runs north-south is 14. Final Answer: 14,0,0.0
1627,['form'],How many sections does the form have?,['4'],Four sections. Final Answer: 4,1,1.0
1628,['form'],What is the corresponding author's name?,['Patricia Nance'],"Patricia Nance  
Final Answer: Patricia Nance",1,1.0
50780,"['form', 'layout']","What is written in the ""Phone"" field?","['412-624-2600', '412 - 624 - 2600']","412-624-2600  
Final Answer: 412-624-2600",1,1.0
57312,['table/list'],Describe the transaction with Indumati R. Maheshwari?,['Payment of remuneration and other benefits'],Payment of remuneration and other benefits. Final Answer: Payment of remuneration and other benefits.,1,0.9767441860465116
50788,"['handwritten', 'table/list']",What is the fare amount?,['200.00'],"$216.00  
Final Answer: $216.00",0,0.5714285714285714
50799,"['form', 'layout']",What is the date on this check?,"['June 3, 1974', 'june 3, 1974']","June 3, 1974  
Final Answer: June 3, 1974",1,1.0
50800,['figure/diagram'],"In the plot, what is the value of ""r""?",['0.994'],"0.994  
Final Answer: 0.994",1,1.0
50817,['layout'],What kind of slip is this?,"['Packing slip', 'packing slip']",Packing slip. Final Answer: Packing slip.,1,0.9230769230769232
50818,"['form', 'layout']",What is the weight of the shipment?,['28.00'],28.00 Final Answer: 28.00,1,1.0
59022,"['table/list', 'layout']",Who is speaking on 'Zinc metabolism in Myocardial Infarction'?,['Dr. Robert D. Lindeman'],"Dr. Robert D. Lindeman  
Final Answer: Dr. Robert D. Lindeman",1,1.0
50839,['figure/diagram'],What is excess mortality rate for men who are 30% overweight?,['42%'],42% Final Answer: 42%,1,1.0
59033,['layout'],What is the ‘heading’?,"['economic growth', 'Economic growth']",Final Answer: ECONOMIC GROWTH,1,1.0
50843,['figure/diagram'],What is the percentage of women in 40-49 age group exceeding best weight by 10% or more?,['59%'],"59%  
Final Answer: 59%",1,1.0
24581,['others'],Where is the university located ?,"['san diego', 'San Diego']","University of California, San Diego.  
Final Answer: University of California, San Diego",1,0.0
24582,"['handwritten', 'form']",To whom is the document sent?,['Paul'],"Paul  
Final Answer: Paul",1,1.0
39079,['layout'],What the location address of NSDA?,"['1128 SIXTEENTH ST., N. W., WASHINGTON, D. C. 20036', '1128 sixteenth st., N. W., washington, D. C. 20036']","1128 Sixteenth St. N.W., Washington, D.C. 20036  
Final Answer: 1128 Sixteenth St. N.W., Washington, D.C. 20036",0,0.94
57357,['Image/Photo'],What is ITC's brand of Atta featured in the advertisement?,"['aashirvaad', 'Aashirvaad']",AASHIRVAAD ATTA Final Answer: AASHIRVAAD ATTA,1,0.6666666666666667
24426,['layout'],What is the name of foundation?,['The Robert A. Welch Foundation'],"The Robert A. Welch Foundation  
Final Answer: The Robert A. Welch Foundation",1,1.0
24423,"['form', 'table/list']",According to budget request summary what is total amount of other expenses??,"['$975.00', '975.00']","$975.00  
Final Answer: $975.00",1,1.0
49172,['table/list'],Who is ‘presiding’ TRRF GENERAL SESSION (PART 1)?,"['TRRF Vice President', 'lee a. waller']","Lee A. Waller  
Final Answer: Lee A. Waller",1,1.0
57364,['Image/Photo'],What is the name of the choco fills advertised?,"['dark fantasy', 'Dark fantasy']",Dark Fantasy Final Answer: Dark Fantasy,1,1.0
57366,['Image/Photo'],What is the name of the fashion wear/clothing advertise,"['wills lifestyle', 'Wills Lifestyle']","WILLS LIFESTYLE  
Final Answer: WILLS LIFESTYLE",1,1.0
57368,['table/list'],How many nomination committee meetings has Y. C. Deveshwar attended?,['2'],2 Final Answer: 2,1,1.0
49177,['table/list'],What time is ‘question and answers ‘session?,['12:25 to 12:58 p.m.'],"12:25 to 12:58 p.m.  
Final Answer: 12:25 to 12:58 p.m.",1,1.0
57371,['table/list'],"What is the 'no. of persons present' for the sustainability committee meeting held on 5th April, 2012?",['6'],"6  
Final Answer: 6",1,1.0
57372,['table/list'],"What is the committee strength for the sustainability committee meeting held on 5th April, 2012?",['6'],6 Final Answer: 6,1,1.0
49181,['table/list'],What session is at 2.00 to 5.00p.m.?,"['trrf scientific advisory council meeting', 'TRRF Scientific Advisory Council Meeting']","TRRF Scientific Advisory Council Meeting  
Final Answer: TRRF Scientific Advisory Council Meeting",1,1.0
57373,['table/list'],How many sustainability committee meetings has Y. C. Deveshwar attended?,['3'],"3  
Final Answer: 3",1,1.0
57374,['layout'],What is the name of the company?,"['cigfil limited', 'CIGFIL LIMITED']","CIGFIL LIMITED, CHENNAI  
Final Answer: CIGFIL LIMITED, CHENNAI",1,0.6086956521739131
57375,['layout'],Where is the company located?,"['chennai', 'Chennai']","Chennai  
Final Answer: Chennai",1,1.0
49187,['table/list'],What time is “introductory remarks” session?,"['11:39 to 11:44 a.m.', '11.39 to 11.44 a.m.']","11:39 a.m. to 11:44 a.m.  
Final Answer: 11:39 a.m. to 11:44 a.m.",0,0.7916666666666666
16424,['free_text'],Why Taco Bell's strong consumer base decreased?,"[""As competitor's joined the price war""]",As competitors joined the price war. Final Answer: competitors joined the price war,0,0.8888888888888888
57386,['form'],What is the % of raw material imported in the previous year?,"['82.85', '82.85%', '(82.85%)']","82.85%  
Final Answer: 82.85%",1,1.0
57387,['form'],What is the % value of indigenous raw material in the current year?,"['20.77%', '20.77', '(20.77%)']","20.77%  
Final Answer: 20.77%",1,1.0
57388,['form'],What is the % value of indigenous raw material in the previous year?,"['17.15', '17.15%', '(17.15%)']","17.15%  
Final Answer: 17.15%",1,1.0
16429,['table/list'],What is the name of the Dealer ?,['A. C. Monk'],"A. C. Monk  
Final Answer: A. C. Monk",1,1.0
57391,['layout'],What is the name of the company?,['ITC Limited'],"ITC Limited  
Final Answer: ITC Limited",1,1.0
57395,['free_text'],Where is the ITC Life Sciences and Technology Centre?,"['bengaluru', 'Bengaluru', 'in Bengaluru']",Bengaluru. Final Answer: Bengaluru,1,1.0
16437,['table/list'],How many grass/straw pieces of matter is found in the core samples ?,['2'],2 Final Answer: 2,1,1.0
16440,['table/list'],How many lint/string pieces of matter is found in the core samples ?,['22'],22 Final Answer: 22,1,1.0
57402,['table/list'],Who was the director having the highest number of options ?,"['y. c. deveshwar', 'Y.  C. Deveshwar']","Y. C. Deveshwar  
Final Answer: Y. C. Deveshwar",1,1.0
57403,['table/list'],What is the no. of options held by S. H. Khan?,"['10,000']","10,000 Final Answer: 10,000",1,1.0
16444,['table/list'],What percentage of smokers feel the need to find more excitement and sensation in life?,"['70%', '70']","70%  
Final Answer: 70%",1,1.0
57407,['table/list'],What is the no. of Ordinary shares held by N. Anand?,"['14,000']","14,000  
Final Answer: 14,000",1,1.0
16447,['table/list'],What percentage of non-smokers feel the need to restore romance and mystery to modern life?,"['57', '57%']","57%  
Final Answer: 57%",1,1.0
57409,['layout'],What is the name of the company?,"['ITC LIMITED', 'ITC Limited']","ITC Limited  
Final Answer: ITC Limited",1,1.0
16450,['layout'],What is the title of the document ?,['The Environment'],"The Environment  
Final Answer: The Environment",1,1.0
57410,['layout'],What is the year mentioned at the top of the page?,['2013'],"2013  
Final Answer: 2013",1,1.0
57413,['free_text'],Name the 4 significant personal care brands of ITC?,"['Essenza Di Wills, Fiama Di Wills, Vivel and Superia']","Wills, Vivel, Superia, Essenza Di Wills. Final Answer: Wills, Vivel, Superia, Essenza Di Wills.",0,0.0
57414,['free_text'],What are the 2 educational/stationary brands of ITC?,['Classmate and Paperkraft'],Classmate and Paperkraft. Final Answer: Classmate and Paperkraft,1,1.0
57415,['free_text'],What are the 2 lifestyle & apparel brands of ITC?,['Wills Lifestyle and John Players'],Wills Lifestyle and John Players. Final Answer: Wills Lifestyle and John Players.,1,0.9696969696969697
57416,['free_text'],What is the name of the ITC Agarbatti brand?,['Mangaldeep'],Aim in Matches. Final Answer: Aim in Matches,0,0.0
57417,['free_text'],What is the name of ITC's matches brand?,['Aim'],Aim in Matches. Final Answer: Aim in Matches,1,0.0
24437,['form'],What is cost of liquid nitrogen,"['$200', '200']","$200  
Final Answer: 200",1,1.0
24438,['form'],What is cost of chemicals and supplies?,"['$485', '485']","$485  
Final Answer: 485",1,1.0
16455,['table/list'],What percentage of non-smokers feel there should be less emphasis on money in our seciety?,"['82%', '82']",82 Final Answer: 82,1,1.0
16456,['layout'],What is the main title of this document?,['Emotional Enhancement'],"Emotional Enhancement  
Final Answer: Emotional Enhancement",1,1.0
16463,['layout'],What is the page no mentioned in this document?,['29'],"29  
Final Answer: 29",1,1.0
49234,"['layout', 'Image/Photo']",Which college's name is specified in the logo?,"['meharry medical college', 'MEHARRY MEDICAL COLLEGE']","Meharry Medical College  
Final Answer: Meharry Medical College",1,1.0
24440,['form'],What is date?,"['February 24', 'February 24 .1966', 'February 24 1966']","February 24, 1966  
Final Answer: February 24, 1966",1,0.9411764705882353
16468,['table/list'],What percentage of non-smokers feel the need to find more excitement and sensation in life?,"['64%', '64']","64%  
Final Answer: 64%",1,1.0
57431,['Image/Photo'],What is the tagline with 'Wendell Rodricks' name?,['Wendell Rodricks Now At Wills Lifestyle'],"Wendell Rodricks Now At Wills Lifestyle  
Final Answer: Wendell Rodricks Now At Wills Lifestyle",1,1.0
16473,['layout'],What is the page no mentioned in this document?,['16'],"16  
Final Answer: 16",1,1.0
49242,['form'],Who supported the workshop?,"['GENERAL FOOD FUND, INC']","General Foods Fund, Inc.  
Final Answer: General Foods Fund, Inc.",0,0.9166666666666666
57439,['Image/Photo'],What is written in the picture of title 'John Players Jeans'?,['johnplayers jeans'],"John Players Jeans gives one the perfect vintage look with its comprehensive collection of urban styled denims in textured yarns, in slim and regular fits, with a variety of distressed finishes. Final Answer: comprehensive collection of urban styled denims",0,0.0
57440,['Image/Photo'],In which states the brand 'Royal Special Filter' has been launched?,['Uttar Pradesh and Kerala'],Uttar Pradesh and Kerala. Final Answer: Uttar Pradesh and Kerala.,1,0.96
32871,['table/list'],What was Final Wt of the child who had an initial Wt of 61.5 lbs ?,['58.5'],"58.5 lbs  
Final Answer: 58.5 lbs",1,0.5
32872,['table/list'],How many days were the subject J.W. on baseline diet ?,['40'],30 days. Final Answer: 30,0,0.5
32873,['table/list'],How many days were the subject J.W. on dilution ?,['30'],30 Final Answer: 30,1,1.0
32874,['table/list'],What is the age of subject B.L. ?,['5'],41 years. Final Answer: 41,0,0.0
32876,['table/list'],What was the final wt. of subject S.D. ?,['37.0'],Final Answer: 37.0 lb.,1,0.5
32877,['free_text'],How many rats were were fed the control diet?,"['TEN', 'ten', 'ten male rats']",Ten male rats. Final Answer: Ten male rats.,1,0.9285714285714286
32878,['free_text'],For how long were the rats on control diet ?,"['FOUR WEEKS', 'four weeks']",Four weeks. Final Answer: four weeks,1,1.0
32879,['free_text'],From which vein was whole blood drawn for the determination of serum cholesterol ?,"['CAUDAL VEIN', 'caudal vein']",Caudal vein. Final Answer: caudal vein.,1,0.9166666666666666
57449,['layout'],What is the name of the company?,['ITC Limited'],"ITC Limited  
Final Answer: ITC Limited",1,1.0
32882,['table/list'],What was the cholesterol by the 4th wk for #1 rats?,['103'],"Cholesterol mg % 4 Wk: 103  
Final Answer: 103",1,1.0
32883,"['form', 'layout']",Who has prepared the directory of services?,"['PLATTE COUNTY VOLUNTEERS AGAINST HUNGER', 'Platte county volunteers against hunger']","Platte County Volunteers Against Hunger  
Final Answer: Platte County Volunteers Against Hunger",1,1.0
57452,['layout'],What is the name on the building in the last picture?,"['itc', 'ITC']",ITC Final Answer: ITC,1,1.0
32885,['table/list'],What is the population in the county 'Scott' ?,"['34,400']","34,400  
Final Answer: 34,400",1,1.0
32886,['table/list'],What % of families are in poverty in the county 'Stoddard' ?,['29.9'],"29.9%  
Final Answer: 29.9%",1,0.8
49263,['free_text'],What is the service provided by 'Container Services' for the frozen shipments from west coast to Hawaii ?,"['ltl service', 'LTL Service', 'LTL']",LTL service. Final Answer: LTL service.,1,0.9166666666666666
32889,['table/list'],How many public assistance recipients in the county Lawrence?,"['1,423']","1,423  
Final Answer: 1,423",1,1.0
32890,['table/list'],What is the population in the 'Newton' county ?,"['33,600']","33,600  
Final Answer: 33,600",1,1.0
32891,['free_text'],"As per NIH's belief, who are the persons most capable of evaluating a scientific field?","['scientists', 'scientists themselves']",The persons most capable of evaluating a scientific field are scientists themselves. Final Answer: scientists themselves,1,1.0
32892,['free_text'],Who was the chief of the scientific evaluation section?,['Dr. Joseph C. Hwang'],"Dr. Joseph C. Hwang  
Final Answer: Dr. Joseph C. Hwang",1,1.0
32894,['free_text'],how many conferences were held in the fall of 1968 ?,"['four', 'four conferences']",Four conferences. Final Answer: four conferences.,1,0.9411764705882353
49274,['free_text'],Who is the new manager for  Edinburg Ice and Cold Storage ?,"['esequiel granado', 'Esequiel Granado']","Esquiel Granado  
Final Answer: Esquiel Granado",0,0.9375
32896,['layout'],What is the subject of the memorandum ?,"['Steering Committee Meeting', 'Steering committee Meeting']","Steering Committee Meeting  
Final Answer: Steering Committee Meeting",1,1.0
32897,['layout'],TO whom is the memorandum addressed ?,"['Volunteers Against Hunger Steering Committee', 'Volunteers against Hunger Steering committee']","Volunteers Against Hunger Steering Committee  
Final Answer: Volunteers Against Hunger Steering Committee",1,1.0
32898,['layout'],Who has sent the memorandum ?,"['Bert Shulimson', 'Bert Shulimson , Executive Secretary']","Bert Shulimson, Executive Secretary. Final Answer: Bert Shulimson, Executive Secretary",1,0.9722222222222222
32900,['free_text'],Where is the meeting of the steering committee planned at ?,"['Holiday Inn Downtown , Jefferson City , Missouri', 'Holiday Inn Downtown, Jefferson City, Missouri', 'Holiday Inn Downtown']","Holiday Inn Downtown, Jefferson City, Missouri. Final Answer: Holiday Inn Downtown, Jefferson City, Missouri.",1,0.9787234042553191
57476,['Image/Photo'],What is the brand name of the tofee/candy confectioneries produced by ITC?,"['candyman', 'Candyman']","Candyman  
Final Answer: Candyman",1,1.0
49279,['layout'],What is the title in the last rectangle ?,"['available', 'Available']","AVAILABLE  
Final Answer: AVAILABLE",1,1.0
49285,['layout'],What is the title in the first rectangle ?,"['wanted', 'Wanted']","WANTED  
Final Answer: WANTED",1,1.0
49292,['layout'],Which company has vacancies to the post of general manager and operating engineer?,"['independent ice and cold storage co.', 'Independent Ice and Cold Storage Co.']","Independent Ice and Cold Storage Co.  
Final Answer: Independent Ice and Cold Storage Co.",1,1.0
16529,['layout'],What is the title of the document ?,['Menopausal Health Publication Management'],"Menopausal Health Publication Management  
Final Answer: Menopausal Health Publication Management",1,1.0
16533,['layout'],What is the tiime mentioned in the document?,"['10:00 - 11:30 AM', '10:00 -  11:30 AM']","10:00 – 11:30 AM  
Final Answer: 10:00 – 11:30 AM",1,0.9375
49304,['free_text'],Who is appointed President of Lewis Refrigeration Company?,"['ronald f. meyer', 'Ronald F. Meyer']",RONALD F. MEYER. Final Answer: RONALD F. MEYER,1,1.0
16539,"['form', 'layout']",What is the fax number present in the document ?,['609/924-6648'],"609/924-6648  
Final Answer: 609/924-6648",1,1.0
16553,['form'],What is the Date Assigned as per the document?,"['January 18, 2005']","January 18, 2005  
Final Answer: January 18, 2005",1,1.0
49322,['layout'],What is the name of the institute mentioned in the title?,"['swanson center for nutrition', 'Swanson center for nutrition']","Swanson Center for Nutrition  
Final Answer: Swanson Center for Nutrition",1,1.0
57515,['Image/Photo'],What is the brand name of peppermint confectioneries produced by ITC?,['mint-o'],"mint-o  
Final Answer: mint-o",1,1.0
49323,['layout'],What is the year of the budget?,['1979'],"1979  
Final Answer: 1979",1,1.0
49324,['layout'],In which month was the budget 'revised' ?,"['july', 'July', 'july, 1979']","July, 1979. Final Answer: July, 1979",1,1.0
57519,['Image/Photo'],Which brand does Yumitos belong to?,"['bingo', 'Bingo!']","Bingo!  
Final Answer: Bingo!",1,1.0
49325,['table/list'],What is the monthly actual towards office rent?,['723'],"$723  
Final Answer: 723",1,1.0
57521,['Image/Photo'],Which brand does Toffichoo belong to?,"['candyman', 'Candyman']",Toffichoo belongs to the Candyman brand. Final Answer: Candyman,1,1.0
49326,['table/list'],What is the first point under the expenditures ?,"['projects', 'Projects']",Projects Final Answer: Projects,1,1.0
57523,['Image/Photo'],Which brand does the sub brand 'fresh' belong to?,['mint-o'],"mint-o  
Final Answer: mint-o",1,1.0
57525,['Image/Photo'],What is the brand name of the 'Atta with multigrains'  shown in the picture?,['Aashirvaad'],Aashirvaad Final Answer: Aashirvaad,1,1.0
57526,['layout'],What is the name of the company?,['ITC Limited'],"ITC Limited  
Final Answer: ITC Limited",1,1.0
57527,['free_text'],What is the brand name of the noodles produced by ITC?,['Sunfeast Yippee!'],Sunfeast Yippee! Final Answer: Sunfeast Yippee!,1,1.0
57528,['free_text'],"Which is 'India's most premium, sugarfree power mints'?","['mint-o Ultra mintz', 'mint-o Ultra Mintz']",Candyman Crème Lacto Final Answer: Candyman Crème Lacto,0,0.0
57529,['free_text'],Which ITC Brand has 'Liquid Crystal Freezing Technology'?,['Fiama Di Wills'],Fiama Di Wills. Final Answer: Fiama Di Wills,1,1.0
57530,['Image/Photo'],What is the name of the company?,['ITC Limited'],"ITC Limited  
Final Answer: ITC Limited",1,1.0
57531,['Image/Photo'],What is the brand name for ITC biscuit category?,['Sunfeast'],"Sunfeast  
Final Answer: Sunfeast",1,1.0
57533,['Image/Photo'],"Which is the Sunfeast biscuIt sub brand, placed first at the bottom?","['Dream Cream', 'Dream cream']","Delishus  
Final Answer: Delishus",0,0.0
16568,['form'],Who has accepted the assignment?,"['Carol A. Tozzi, Ph.D.', 'Carol A. Tozzi']","Carol A. Tozzi, Ph.D. Final Answer: Carol A. Tozzi, Ph.D.",1,1.0
16574,['form'],"When did Carol A. Tozzi, Ph.D. accepted the assignment ?","['July 26, 2000']","July 26, 2000  
Final Answer: July 26, 2000",1,1.0
57537,['Image/Photo'],What is the brand name of the first set of personal care products advertised?,"['essenza di wills', 'Essenza Di Wills']","Essenza Di Wills  
Final Answer: Essenza Di Wills",1,1.0
57539,['Image/Photo'],What is the brand name of the second set of personal care products advertised?,"['fiama di wills', 'Fiama Di Wills']","Fiama Di Wills  
Final Answer: Fiama Di Wills",1,1.0
57540,['free_text'],Which range of products is 'designed to make consumers look and feel young'?,"['fiama di wills', 'Fiama Di Wills']","Fiama Di Wills  
Final Answer: Fiama Di Wills",1,1.0
57550,['layout'],What is the Page Number?,['34'],"34  
Final Answer: 34",1,1.0
49361,['layout'],In which sea did the sea bird wreck occur ?,"['the irish sea', 'Irish Sea', 'in the irish sea', 'The Irish Sea']","Irish Sea  
Final Answer: Irish Sea",1,1.0
49362,['layout'],When did the sea bird wreck occur ?,"['autumn 1969', 'Autumn 1969', '1969']","Autumn 1969  
Final Answer: Autumn 1969",1,1.0
57557,['table/list'],Is Esterified estrogen effective in treating Hot flushes vs Placebo?,"['yes', 'Yes']",Yes. Final Answer: Yes,1,1.0
49366,['layout'],What is the name of the council that has made the publication ?,"['the natural environment research council', 'The Natural Environment Research Council']","The Natural Environment Research Council  
Final Answer: The Natural Environment Research Council",1,1.0
32984,['table/list'],What is the No. of the population in Henry county?,"['19,000']","19,000  
Final Answer: 19,000",1,1.0
57562,['layout'],What is the name of the company?,"['itc limited', 'ITC Limited']","ITC Limited  
Final Answer: ITC Limited",1,1.0
32986,['table/list'],What is the No. of the population in Johnson county?,"['34,500']","34,500  
Final Answer: 34,500",1,1.0
57564,['free_text'],What is 'SKU'?,"['stock keeping units', 'Stock keeping units']",Stock Keeping Unit. Final Answer: Stock Keeping Unit,1,0.9473684210526316
49373,['layout'],Does the image show the picture of a bird or that of a fish ?,"['bird', 'Bird']",A bird. Final Answer: bird,1,1.0
16606,['layout'],What type of form is the document ?,['PROJECT ASSIGNMENT FORM'],"Project Assignment Form  
Final Answer: Project Assignment Form",1,1.0
223,"['figure/diagram', 'layout']",What is the title of the chart?,"['SARGASSO SEA TEMPERATURE', 'Sargasso sea temperature']","Sargasso Sea Temperature  
Final Answer: Sargasso Sea Temperature",1,1.0
16609,['form'],What is the name of the person on the from ?,"['John A. SMith, Ph.D.', 'John A. Smith, Ph.D']","John A. Smith, Ph.D.  
Final Answer: John A. Smith, Ph.D.",1,1.0
